,gemma2-9B,gemma-7B,llama3.1-70B,llama3.1-8B,llama3-8B,llama2-7B,llama1-7B,mistral-7B,olmo-7B
pap_Latn,0.8635868380910874,0.7074524625014763,0.9400380710659899,0.8500057032052013,0.8400276211301646,0.37992534218166735,0.5199711260827719,0.6700441053760878,0.29996109454026715
lmo_Latn,0.7935280017432992,0.6659974016770993,0.9200507614213198,0.86004334435953,0.8500402808148234,0.35006221484861055,0.6200673724735322,0.7199904637024676,0.3400337180651018
szl_Latn,0.8389627369797342,0.6996574937994567,0.9200507614213198,0.8300444850005703,0.8500402808148234,0.22003318125259227,0.6299326275264676,0.7600429133388962,0.2700038905459733
prs_Arab,0.9832207452604054,0.9189795677335538,0.9699661590524535,0.9599634994867116,0.9699620209460237,0.030070510161758608,0.14990375360923966,0.5500059601859578,0.09998703151342239
scn_Latn,0.8428851601656134,0.6936341088933508,0.9299915397631133,0.8999657807687921,0.8899758315111059,0.3100373289091663,0.5199711260827719,0.6800572177851949,0.19997406302684478
heb_Hebr,0.9941163652211811,0.9614975788354789,0.9400380710659899,0.9500399224364092,0.9500517896190586,0.04002488593944421,0.12993262752646775,0.560019072595065,0.08001556218389314
lvs_Latn,0.9842013510568752,0.8883902208574466,0.9499788494077834,0.9200410630774495,0.9100011508804234,0.10991289921194525,0.12006737247353223,0.6500178805578735,0.09998703151342239
als_Latn,0.9495532795816083,0.7944962796740286,0.9800126903553299,0.8999657807687921,0.9200138105650822,0.18996267109083367,0.1900866217516843,0.6299916557396591,0.12994423550771625
lij_Latn,0.8023534539115277,0.6857210346049368,0.9299915397631133,0.8200068438462416,0.8099896420761883,0.3399004562422231,0.5899903753609239,0.6299916557396591,0.3899623913889249
ceb_Latn,0.9011767269557638,0.6926892642021968,0.9400380710659899,0.8300444850005703,0.8300149614455058,0.3299460804645375,0.3700673724735322,0.5900584098223864,0.30994682920503175
srd_Latn,0.790477228154282,0.7026101334593126,0.9100042301184433,0.86004334435953,0.8300149614455058,0.3299460804645375,0.5500481231953801,0.6500178805578735,0.2700038905459733
hin_Deva,0.9792983220745262,0.8735089169717728,0.9600253807106599,0.9100034219231207,0.9100011508804234,0.07009539610120281,0.12993262752646775,0.5299797353677435,0.08001556218389314
ltz_Latn,0.8586838091087383,0.7026101334593126,0.8900169204737732,0.86004334435953,0.8500402808148234,0.3100373289091663,0.4299807507218479,0.5199666229586363,0.2300609518869148
tha_Thai,0.9762475484855089,0.8922877052084562,0.9200507614213198,0.9500399224364092,0.9599493612613649,0.04002488593944421,0.059913378248315684,0.3800214566694481,0.12994423550771625
aeb_Arab,0.8912617127914578,0.7904806897366246,0.9100042301184433,0.8900422037184897,0.8600529404994821,0.08004977187888843,0.25,0.6500178805578735,0.109972766178187
bel_Cyrl,0.9565264763565048,0.7698122121176332,0.9299915397631133,0.8999657807687921,0.9100011508804234,0.04997926171712982,0.2100577478344562,0.5999523185123375,0.019971469329529243
isl_Latn,0.9081499237306604,0.732254635644266,0.9299915397631133,0.8800045625641609,0.8999884911957647,0.18996267109083367,0.2300288739172281,0.5700321850041722,0.08001556218389314
swh_Latn,0.9812595336674657,0.8775245069091768,0.9100042301184433,0.8300444850005703,0.9200138105650822,0.22998755703027787,0.2199230028873917,0.31994278221480515,0.109972766178187
mlt_Latn,0.960448899542384,0.7460729892523916,0.9200507614213198,0.8399680620508726,0.8500402808148234,0.2501036914143509,0.26997112608277185,0.44999403981404223,0.15004538970302164
war_Latn,0.8280671170189584,0.6462737687492619,0.9299915397631133,0.7400479069236912,0.6999654735872942,0.5300705101617585,0.4699230028873917,0.41995470258672074,0.2600181558812087
cym_Latn,0.9426890390063195,0.6976496988307547,0.9299915397631133,0.86004334435953,0.8799631718264471,0.22998755703027787,0.2398941289701636,0.3299558946239123,0.09998703151342239
fao_Latn,0.7746785792111571,0.6284398252037322,0.9100042301184433,0.8099692026919127,0.7899643227068708,0.2399419328079635,0.32001924927815206,0.6299916557396591,0.109972766178187
urd_Arab,0.9050991501416431,0.777725286406047,0.9299915397631133,0.8699669214098323,0.8400276211301646,0.04002488593944421,0.05004812319538017,0.37000834426034096,0.039942938659058486
jav_Latn,0.815210285465243,0.6433211290894059,0.8900169204737732,0.7900079844872818,0.7700540913799057,0.3399004562422231,0.28994225216554376,0.33996900703301947,0.20995979769160938
eus_Latn,0.8952930921769449,0.7816227707570569,0.8900169204737732,0.8399680620508726,0.8200023017608471,0.21007880547490668,0.1999518768046198,0.22005006556204554,0.07002982751912852
sun_Latn,0.7520156896927436,0.5652533364828156,0.9100042301184433,0.7700467662826509,0.7400161123259293,0.3000829531314807,0.30004812319538016,0.40994159017761356,0.29996109454026715
kea_Latn,0.7005883634778819,0.5987953230187788,0.8200084602368866,0.6899737652560739,0.7400161123259293,0.3299460804645375,0.4499518768046198,0.5399928477768506,0.2300609518869148
ary_Arab,0.7727173676182176,0.7055627731191686,0.8500423011844331,0.7700467662826509,0.779951663022212,0.05993363749481542,0.2199230028873917,0.5299797353677435,0.12994423550771625
hat_Latn,0.8062758770974069,0.5573402621944018,0.9100042301184433,0.7400479069236912,0.6999654735872942,0.3199917046868519,0.28007699711260825,0.4299678149958279,0.11995850084295162
mag_Deva,0.8201133144475922,0.6175741112554625,0.9299915397631133,0.8500057032052013,0.8099896420761883,0.04002488593944421,0.12006737247353223,0.33996900703301947,0.09000129684865776
min_Latn,0.6106994988014819,0.5356088342978623,0.8599830795262268,0.779970343332953,0.779951663022212,0.3399004562422231,0.30004812319538016,0.40004768148766245,0.219945532356374
ban_Latn,0.5187404663325343,0.37652060942482574,0.8700296108291032,0.7100490475647314,0.7199907929566118,0.36001659062629615,0.3599615014436959,0.499940398140422,0.3899623913889249
bjn_Latn,0.6512312050555678,0.6008031179874809,0.8200084602368866,0.7100490475647314,0.6899528139026355,0.2799668187474077,0.28007699711260825,0.37000834426034096,0.2700038905459733
azj_Latn,0.8201133144475922,0.6234793905751742,0.9100042301184433,0.7700467662826509,0.7600414316952468,0.030070510161758608,0.07001924927815206,0.34998211944212665,0.019971469329529243
npi_Deva,0.8794944432338201,0.6965867485532066,0.8700296108291032,0.7100490475647314,0.7400161123259293,0.04002488593944421,0.059913378248315684,0.23995708666110385,0.07002982751912852
mar_Deva,0.8883198954020485,0.6867839848824849,0.9200507614213198,0.779970343332953,0.7300034526412705,0.04002488593944421,0.030076997112608278,0.13994516628918824,0.039942938659058486
awa_Deva,0.790477228154282,0.6274949805125782,0.8799703891708968,0.7400479069236912,0.750028772010588,0.04002488593944421,0.10996150144369585,0.249970199070211,0.109972766178187
ben_Beng,0.8922423185879277,0.679815755285225,0.8700296108291032,0.6800501882057716,0.6899528139026355,0.019908751555371213,0.019971126082771896,0.2800095362975325,0.07002982751912852
uzn_Latn,0.7658531270429287,0.5562773119168536,0.8900169204737732,0.6899737652560739,0.709978133271953,0.08004977187888843,0.10996150144369585,0.2699964238884253,0.0600440928543639
bho_Deva,0.5543691436042711,0.5405692689264202,0.9400380710659899,0.7700467662826509,0.750028772010588,0.04997926171712982,0.07988450433108758,0.310048873524854,0.109972766178187
gle_Latn,0.7430812813249075,0.36364710050785404,0.8700296108291032,0.7300102657693623,0.7400161123259293,0.18996267109083367,0.1999518768046198,0.25998331147931814,0.11995850084295162
hye_Armn,0.9268903900631946,0.6965867485532066,0.8399957698815567,0.6899737652560739,0.6700425825756704,0.019908751555371213,0.05004812319538017,0.12003814519012994,0.009985734664764621
hne_Deva,0.7351274787535411,0.5236801700720444,0.8500423011844331,0.7400479069236912,0.7300034526412705,0.019908751555371213,0.059913378248315684,0.29002264870663963,0.09998703151342239
kaz_Cyrl,0.6778165177598605,0.5503720325971418,0.9200507614213198,0.7000114064104026,0.6899528139026355,0.04002488593944421,0.14003849855630413,0.31994278221480515,0.039942938659058486
tpi_Latn,0.750054478099804,0.44762017243415614,0.73001269035533,0.5200182502566443,0.5199677753481413,0.4000414765657403,0.3700673724735322,0.39003456907855527,0.19997406302684478
hau_Latn,0.740139463935498,0.4861225935986772,0.8099619289340102,0.6599749058971142,0.6199792841523765,0.2501036914143509,0.26997112608277185,0.20002384074383123,0.08001556218389314
mai_Deva,0.6620178688167357,0.5019487421755049,0.9100042301184433,0.7000114064104026,0.6800552422603291,0.04002488593944421,0.07001924927815206,0.19001072833472404,0.09998703151342239
crh_Latn,0.6274787535410765,0.4950986181646392,0.8099619289340102,0.6400136876924832,0.5900563931407528,0.07009539610120281,0.1701154956689124,0.41995470258672074,0.0600440928543639
ilo_Latn,0.6670298539986925,0.3735679697649699,0.7800338409475466,0.5399794684612752,0.5299804350328001,0.35006221484861055,0.3500962463907603,0.29002264870663963,0.1700168590325509
tat_Cyrl,0.6146219219873612,0.45057281209401207,0.8799703891708968,0.6599749058971142,0.6299919438370353,0.05993363749481542,0.10009624639076034,0.249970199070211,0.029957203994293864
kat_Geor,0.7935280017432992,0.5356088342978623,0.7600465313028765,0.5999771871791947,0.580043733456094,0.019908751555371213,0.08999037536092397,0.22005006556204554,0.009985734664764621
ydd_Hebr,0.8083460448899543,0.5356088342978623,0.8299492385786803,0.550017109615604,0.5399930947174588,0.05993363749481542,0.059913378248315684,0.05995947073548694,0.019971469329529243
kir_Cyrl,0.5780126389191546,0.3932916026928074,0.8599830795262268,0.6599749058971142,0.6600299228910116,0.019908751555371213,0.08999037536092397,0.15997139110740258,0.029957203994293864
pag_Latn,0.3596644149052081,0.2727057989842919,0.6700507614213198,0.40002281282080526,0.44999424559788237,0.5199087515553712,0.5,0.4299678149958279,0.30994682920503175
pan_Guru,0.8518195685334496,0.5869847643793551,0.7899746192893401,0.5399794684612752,0.4600069052825411,0.019908751555371213,0.01010587102983638,0.030039337227321494,0.07002982751912852
bak_Cyrl,0.6146219219873612,0.42884138419747253,0.8700296108291032,0.5800159689745636,0.5900563931407528,0.030070510161758608,0.10009624639076034,0.1499582786982954,0.029957203994293864
guj_Gujr,0.8616256264981478,0.6175741112554625,0.7100253807106599,0.4799817497433558,0.44999424559788237,0.04002488593944421,0.019971126082771896,0.04994635832637978,0.09000129684865776
tam_Taml,0.8468075833514928,0.64036848942955,0.7600465313028765,0.430021672179765,0.43998158591322356,0.04002488593944421,0.030076997112608278,0.08999880796280844,0.039942938659058486
pbt_Arab,0.5434735236434953,0.27565843864414785,0.8700296108291032,0.6500513288468118,0.6600299228910116,0.04997926171712982,0.07001924927815206,0.12003814519012994,0.09000129684865776
tgk_Cyrl,0.674874700370451,0.32313688437463095,0.8200084602368866,0.5800159689745636,0.5999539647830591,0.04997926171712982,0.07001924927815206,0.12003814519012994,0.07002982751912852
tel_Telu,0.8360209195903248,0.6087161922758946,0.7100253807106599,0.430021672179765,0.49004488433651744,0.019908751555371213,0.019971126082771896,0.05995947073548694,0.05005835818959928
snd_Arab,0.6471998256700806,0.3518365418684304,0.8299492385786803,0.5999771871791947,0.5700310737714351,0.04002488593944421,0.030076997112608278,0.06997258314459412,0.05005835818959928
kan_Knda,0.8062758770974069,0.5523798275658439,0.6999788494077834,0.4799817497433558,0.4700195649671999,0.019908751555371213,0.019971126082771896,0.06997258314459412,0.0600440928543639
mal_Mlym,0.8300283286118981,0.592890043699067,0.7199661590524534,0.3700239534618456,0.3499827367936471,0.019908751555371213,0.030076997112608278,0.030039337227321494,0.039942938659058486
ckb_Arab,0.5592721725866202,0.2421164521081847,0.8299492385786803,0.6200524694878521,0.580043733456094,0.030070510161758608,0.030076997112608278,0.05995947073548694,0.019971469329529243
gla_Latn,0.49901939420353025,0.17089878351246013,0.7500000000000001,0.530055891410973,0.5199677753481413,0.16009954375777685,0.16000962463907603,0.15997139110740258,0.09000129684865776
asm_Beng,0.6857703203312269,0.409117751269635,0.7399534686971235,0.4399452492300673,0.4199562665439061,0.009954375777685607,0.030076997112608278,0.10001192037191561,0.05005835818959928
tuk_Latn,0.5315972978862498,0.37156017479626785,0.6700507614213198,0.4900193908976845,0.4700195649671999,0.09995852343425964,0.10009624639076034,0.16998450351650973,0.029957203994293864
san_Deva,0.5197210721290041,0.3093185307665053,0.7500000000000001,0.530055891410973,0.5199677753481413,0.009954375777685607,0.019971126082771896,0.13994516628918824,0.019971469329529243
kmr_Latn,0.41795598169535847,0.17491437344986419,0.73001269035533,0.550017109615604,0.5700310737714351,0.10991289921194525,0.14990375360923966,0.1499582786982954,0.0600440928543639
lus_Latn,0.5740902157332753,0.10180701547183181,0.5899957698815567,0.3899851716664765,0.3800207158476234,0.2799668187474077,0.2398941289701636,0.29002264870663963,0.14005965503825704
khk_Cyrl,0.4812595336674657,0.21636943427424118,0.76998730964467,0.4799817497433558,0.49004488433651744,0.030070510161758608,0.05004812319538017,0.10001192037191561,0.039942938659058486
ltg_Latn,0.34092394857267383,0.26774536435573404,0.6499576988155669,0.430021672179765,0.400046035216941,0.17005391953546248,0.14990375360923966,0.25998331147931814,0.08001556218389314
azb_Arab,0.4081499237306603,0.3340025983229007,0.6299703891708968,0.5000570320520132,0.5099551156634825,0.009954375777685607,0.030076997112608278,0.1300512575992371,0.029957203994293864
plt_Latn,0.5631945957724995,0.20656667060351955,0.6200296108291032,0.2899509524352686,0.290021866728047,0.28992119452509335,0.28007699711260825,0.21003695315293838,0.07002982751912852
ibo_Latn,0.38243626062322944,0.17491437344986419,0.6799915397631134,0.430021672179765,0.42996892622856486,0.18000829531314808,0.1999518768046198,0.13994516628918824,0.09000129684865776
mri_Latn,0.3843974722161691,0.13038856737923704,0.6299703891708968,0.430021672179765,0.400046035216941,0.2399419328079635,0.2300288739172281,0.22005006556204554,0.09000129684865776
som_Latn,0.4565264763565047,0.16605645447029643,0.6299703891708968,0.2699897342306376,0.28000920704338816,0.22998755703027787,0.1900866217516843,0.21003695315293838,0.11995850084295162
ace_Latn,0.24112006973196776,0.1570804299043345,0.5199873096446701,0.3599863123075168,0.3599953964783059,0.28992119452509335,0.25,0.249970199070211,0.18998832836208013
xho_Latn,0.5385704946611463,0.22428250856265503,0.5,0.22995323371734913,0.22994590862009437,0.2501036914143509,0.2300288739172281,0.15997139110740258,0.07002982751912852
nso_Latn,0.2974504249291785,0.12743592771938111,0.5100465313028765,0.29998859358959734,0.2699965473587294,0.36001659062629615,0.32001924927815206,0.22994397425199664,0.09000129684865776
sot_Latn,0.37154064066245374,0.14432502657375695,0.5599619289340101,0.2500285160260066,0.22994590862009437,0.2799668187474077,0.2398941289701636,0.21003695315293838,0.07002982751912852
zul_Latn,0.6017650904336457,0.222274713593953,0.4699661590524535,0.22002965666704685,0.2000230176084705,0.22003318125259227,0.14990375360923966,0.12003814519012994,0.07002982751912852
kin_Latn,0.4070603617345827,0.1224754930908232,0.5599619289340101,0.22995323371734913,0.2699965473587294,0.22998755703027787,0.2199230028873917,0.1799976159256169,0.08001556218389314
sin_Sinh,0.6077576814120723,0.3211290894059289,0.5199873096446701,0.29998859358959734,0.21003567729312925,0.030070510161758608,0.019971126082771896,0.030039337227321494,0.019971469329529243
smo_Latn,0.30431466550446723,0.1007440651942837,0.6999788494077834,0.22995323371734913,0.22994590862009437,0.21007880547490668,0.1999518768046198,0.15997139110740258,0.08001556218389314
nya_Latn,0.3922423185879277,0.1570804299043345,0.4299915397631134,0.22002965666704685,0.22004833697778803,0.2700124429697221,0.2300288739172281,0.20002384074383123,0.08001556218389314
twi_Latn,0.24602309871431685,0.09094130152356206,0.48995346869712353,0.2500285160260066,0.2499712279894119,0.3000829531314807,0.30991337824831566,0.22994397425199664,0.09000129684865776
sna_Latn,0.4506428415776858,0.19759064603755758,0.4200507614213198,0.22002965666704685,0.22994590862009437,0.21007880547490668,0.1900866217516843,0.13994516628918824,0.09000129684865776
uig_Arab,0.23022444977119197,0.1036967048541396,0.7500000000000001,0.3299874529485571,0.3299574174243296,0.009954375777685607,0.019971126082771896,0.04005244963642866,0.019971469329529243
bug_Latn,0.15711483983438657,0.14326207629620882,0.3700296108291032,0.2500285160260066,0.2499712279894119,0.2799668187474077,0.26997112608277185,0.23995708666110385,0.15004538970302164
luo_Latn,0.07114839834386577,0.08798866186370614,0.4200507614213198,0.2899509524352686,0.28000920704338816,0.3199917046868519,0.30004812319538016,0.249970199070211,0.11995850084295162
tsn_Latn,0.2668337328393986,0.1224754930908232,0.44003807106598986,0.19995437435838942,0.21003567729312925,0.2399419328079635,0.26010587102983634,0.23995708666110385,0.08001556218389314
arb_Latn,0.3112878622793637,0.08598086689500414,0.48995346869712353,0.2699897342306376,0.22994590862009437,0.09995852343425964,0.12006737247353223,0.20002384074383123,0.109972766178187
khm_Khmr,0.37350185225539334,0.1719617337900083,0.6200296108291032,0.16995551499942965,0.17999769823915296,0.019908751555371213,0.05004812319538017,0.11002503278102277,0.08001556218389314
lua_Latn,0.09392024406188712,0.09389394118341797,0.3500423011844332,0.22995323371734913,0.23995856830475312,0.3000829531314807,0.32001924927815206,0.29002264870663963,0.15004538970302164
lug_Latn,0.1838091087382872,0.08302822723514822,0.4299915397631134,0.20999201551271815,0.22004833697778803,0.28992119452509335,0.2199230028873917,0.22994397425199664,0.08001556218389314
grn_Latn,0.18577032033122687,0.1036967048541396,0.4699661590524535,0.1799931561537584,0.2000230176084705,0.2501036914143509,0.2100577478344562,0.15997139110740258,0.12994423550771625
ssw_Latn,0.2984310307256483,0.12353844336837132,0.3900169204737733,0.19003079730808714,0.2000230176084705,0.22003318125259227,0.1999518768046198,0.16998450351650973,0.0600440928543639
lin_Latn,0.11952495096971019,0.0968465808432739,0.4600253807106599,0.1799931561537584,0.21003567729312925,0.2399419328079635,0.26010587102983634,0.19001072833472404,0.109972766178187
ory_Orya,0.30932665068642407,0.03165229715365537,0.6999788494077834,0.19995437435838942,0.22004833697778803,0.019908751555371213,0.019971126082771896,0.04005244963642866,0.039942938659058486
fij_Latn,0.14327740248420137,0.07511515294673439,0.3999576988155668,0.19995437435838942,0.17999769823915296,0.28992119452509335,0.26997112608277185,0.1799976159256169,0.09998703151342239
fuv_Latn,0.0780126389191545,0.0968465808432739,0.3200084602368866,0.22995323371734913,0.22994590862009437,0.2600580671920365,0.25,0.21003695315293838,0.12994423550771625
kas_Arab,0.1768359119633907,0.11361757411125545,0.5300338409475465,0.22995323371734913,0.23995856830475312,0.04997926171712982,0.05004812319538017,0.12003814519012994,0.0600440928543639
quy_Latn,0.11168010459795162,0.06625723396716664,0.44003807106598986,0.2399908748716779,0.2499712279894119,0.19991704686851927,0.14990375360923966,0.1499582786982954,0.0600440928543639
aka_Latn,0.1877315319241665,0.07109956300933033,0.3900169204737733,0.1600319379491274,0.1900103579238117,0.22003318125259227,0.1999518768046198,0.13994516628918824,0.12994423550771625
mya_Mymr,0.3972543037698845,0.1570804299043345,0.48995346869712353,0.1600319379491274,0.17999769823915296,0.009954375777685607,0.01010587102983638,0.02002622481821433,0.029957203994293864
run_Latn,0.27565918500762693,0.08692571158615803,0.3900169204737733,0.1799931561537584,0.1900103579238117,0.16009954375777685,0.14990375360923966,0.12003814519012994,0.05005835818959928
bem_Latn,0.15515362824144693,0.08987835124601394,0.3099619289340102,0.1799931561537584,0.17999769823915296,0.2700124429697221,0.26010587102983634,0.1799976159256169,0.08001556218389314
